node1,node2,weight,time1,time2
9,9,0.61905,1,2
9,9,0.68478,1,2
13,13,0.96,1,2
9,9,0.06349199999999999,2,3
9,9,0.12658,2,3
9,9,0.6097600000000001,2,3
9,9,0.65556,2,3
13,13,0.92537,2,3
9,9,0.024691,3,4
9,9,0.71429,3,4
9,9,0.48649,3,4
13,9,0.042105000000000004,3,4
9,13,0.025,3,4
13,13,0.9275399999999999,3,4
9,13,0.49398000000000003,3,4
9,13,0.014493,4,5
13,13,0.77049,4,5
9,9,0.59813,4,5
13,9,0.10989000000000004,4,5
9,9,0.5354300000000001,4,5
9,9,0.45783,4,5
13,9,0.031745999999999996,4,5
9,13,0.14286,4,5
13,13,0.8227,4,5
13,9,0.013986000000000002,5,6
9,9,0.44643,5,6
9,9,0.66667,5,6
9,13,0.21138,5,6
13,13,0.71014,5,6
13,13,0.83562,5,6
13,13,0.08,5,6
13,13,0.09589,6,7
13,13,0.81013,6,7
9,9,0.9113899999999999,6,7
13,9,0.067114,6,7
13,9,0.012422,6,7
9,13,0.034783,6,7
13,13,0.7169800000000001,6,7
9,39,0.22221999999999997,7,8
13,39,0.21538000000000002,7,8
13,13,0.8333299999999999,7,8
13,13,0.017241,7,8
9,9,0.8503,7,8
13,9,0.20968,7,8
39,9,0.30303,8,9
9,9,0.8377,8,9
13,13,0.78378,8,9
13,13,0.92105,9,10
9,9,0.93578,9,10
9,9,0.9417,10,11
13,13,0.9230799999999999,10,11
9,9,0.8620700000000001,11,12
9,25,0.08264500000000001,11,12
9,13,0.0096154,11,12
13,13,0.88649,11,12
9,9,0.8898299999999999,12,13
13,60,0.11538,12,13
25,13,0.15789,12,13
13,13,0.80597,12,13
9,9,0.8630700000000001,13,14
60,9,0.1203,13,14
13,9,0.0086957,13,14
9,13,0.0093458,13,14
13,13,0.867,13,14
9,9,0.88034,14,15
13,9,0.0096618,14,15
9,13,0.009009,14,15
13,13,0.88205,14,15
9,9,0.87736,15,16
13,13,0.93194,15,16
9,9,0.87805,16,17
13,27,0.10101,16,17
9,13,0.020833,16,17
13,13,0.85246,16,17
9,31,0.090909,17,18
9,9,0.8653799999999999,17,18
27,9,0.09009,17,18
9,13,0.010204000000000001,17,18
13,13,0.9071,17,18
31,1,0.24241999999999997,18,19
9,1,0.073171,18,19
13,1,0.40789000000000003,18,19
13,13,0.69281,18,19
9,9,0.867,18,19
13,9,0.010471,18,19
1,13,0.019802,19,20
13,13,0.76471,19,20
13,9,0.013986000000000002,19,20
9,9,0.8950299999999999,19,20
1,1,0.7552399999999999,19,20
13,1,0.22221999999999997,19,20
9,1,0.043956,19,20
9,1,0.06666699999999999,20,21
1,1,0.86188,20,21
13,9,0.5122,20,21
9,9,0.62439,20,21
1,9,0.019417,20,21
9,17,0.03252,21,22
1,1,0.92632,21,22
9,1,0.018605,21,22
1,9,0.01005,21,22
9,9,0.85714,21,22
17,1,0.040816000000000005,22,23
1,1,0.9052600000000001,22,23
1,9,0.021164,22,23
9,9,0.89899,22,23
9,53,0.056075,22,23
1,1,0.9270799999999999,23,24
53,1,0.02,23,24
9,53,0.020408000000000003,23,24
53,53,0.57143,23,24
1,9,0.010152,23,24
9,9,0.9285700000000001,23,24
9,27,0.036364,24,25
1,1,0.8736799999999999,24,25
53,1,0.041237,24,25
9,9,0.93596,24,25
1,47,0.10345,24,25
9,47,0.033058,24,25
27,1,0.06383,25,26
1,1,0.8268200000000001,25,26
27,27,0.34286,25,26
1,27,0.016666999999999998,25,26
9,27,0.1875,25,26
9,9,0.7714300000000001,25,26
47,9,0.25,25,26
1,3,0.21818,25,26
47,3,0.16667,25,26
9,9,0.71958,26,27
3,9,0.10309000000000001,26,27
1,3,0.19230999999999998,26,27
3,3,0.5142899999999999,26,27
1,1,0.8,26,27
27,1,0.33333,26,27
27,13,0.14706,26,27
9,13,0.46667,26,27
9,9,0.8172,27,28
13,9,0.28570999999999996,27,28
9,3,0.037037,27,28
3,3,0.69565,27,28
1,3,0.094488,27,28
1,1,0.86916,27,28
13,1,0.20513,27,28
9,3,0.32468,28,29
3,3,0.52632,28,29
3,9,0.17143,28,29
1,9,0.43312,28,29
9,1,0.082902,28,29
1,1,0.7326699999999999,28,29
9,9,0.7529399999999999,28,29
3,3,0.6470600000000001,29,30
9,3,0.46153999999999995,29,30
1,3,0.011429,29,30
9,3,0.078947,29,30
3,9,0.07767,29,30
9,9,0.020619,29,30
9,9,0.8235299999999999,29,30
9,8,0.2,29,30
1,8,0.54815,29,30
1,1,0.60432,29,30
9,1,0.017241,29,30
3,8,0.048,30,31
8,8,0.77647,30,31
3,9,0.08064500000000001,30,31
9,9,0.6593399999999999,30,31
3,3,0.875,30,31
9,3,0.06992999999999999,30,31
8,3,0.044118,30,31
9,1,0.13846,30,31
8,1,0.11382,30,31
1,1,0.7874,30,31
8,1,0.013986000000000002,31,32
9,1,0.39437,31,32
3,1,0.010309,31,32
1,1,0.72928,31,32
8,3,0.15827,31,32
9,3,0.014493,31,32
3,3,0.88421,31,32
8,8,0.6451600000000001,31,32
1,8,0.06,31,32
1,1,0.9215700000000001,32,33
3,1,0.01,32,33
8,1,0.01626,32,33
3,3,0.85714,32,33
8,3,0.21053000000000002,32,33
8,8,0.34483,32,33
3,3,0.9082600000000001,33,34
8,3,0.087719,33,34
1,28,0.039216,33,34
1,1,0.91837,33,34
3,3,0.9049799999999999,34,35
28,3,0.052174,34,35
1,1,0.85,34,35
3,1,0.035874,35,36
1,1,0.8785,35,36
3,3,0.8909100000000001,35,36
1,3,0.018956999999999998,35,36
3,37,0.16667,36,37
1,1,0.8684200000000001,36,37
3,1,0.026667000000000003,36,37
1,3,0.037383,36,37
3,3,0.8246399999999999,36,37
37,1,0.16393,37,38
1,1,0.6784100000000001,37,38
3,1,0.065728,37,38
3,3,0.8866,37,38
1,29,0.39455999999999997,37,38
3,3,0.8736799999999999,38,39
29,3,0.13953,38,39
1,29,0.14706,38,39
29,29,0.5,38,39
1,1,0.84483,38,39
3,1,0.037558999999999995,38,39
29,1,0.039474,38,39
3,1,0.063348,39,40
1,1,0.87705,39,40
29,29,0.66667,39,40
1,29,0.064103,39,40
3,3,0.88421,39,40
29,3,0.05128200000000002,39,40
29,3,0.40278,40,41
3,3,0.69652,40,41
1,1,0.90551,40,41
29,1,0.012048,40,41
3,1,0.06277999999999999,40,41
3,3,0.90741,41,42
1,3,0.033613,41,42
3,1,0.042735,41,42
1,1,0.8906200000000001,41,42
3,21,0.054054,42,43
3,3,0.86256,42,43
1,3,0.034934,42,43
1,1,0.88034,42,43
21,1,0.036036,43,44
1,1,0.90741,43,44
3,3,0.9275399999999999,43,44
1,1,0.87879,44,45
1,3,0.018868,44,45
3,3,0.90385,44,45
3,27,0.074074,44,45
1,3,0.020101,45,46
3,3,0.89202,45,46
1,1,0.84211,45,46
3,1,0.019608,45,46
27,1,0.11538,45,46
1,1,0.81081,46,47
3,3,0.9541299999999999,46,47
1,3,0.019139,46,47
1,26,0.16667,46,47
3,3,0.8977799999999999,47,48
26,3,0.08064500000000001,47,48
1,1,0.88889,47,48
3,1,0.020513,47,48
1,30,0.10638,47,48
26,30,0.23529,47,48
3,4,0.20472,48,49
3,1,0.027523000000000002,48,49
1,1,0.8404299999999999,48,49
3,3,0.7623300000000001,48,49
30,3,0.12069,48,49
4,1,0.015625,49,50
1,1,0.8949799999999999,49,50
3,1,0.0089286,49,50
1,3,0.018779,49,50
3,3,0.87156,49,50
4,4,0.5405399999999999,49,50
1,4,0.03125,49,50
3,4,0.045113,49,50
1,3,0.0097561,50,51
3,3,0.8542700000000001,50,51
1,1,0.8292700000000001,50,51
4,1,0.017544,50,51
1,4,0.1413,50,51
3,4,0.16854,50,51
4,4,0.49462,50,51
3,4,0.034091,51,52
1,4,0.11364,51,52
4,4,0.8387100000000001,51,52
3,3,0.8377,51,52
1,3,0.13613,51,52
1,1,0.70748,51,52
4,1,0.06349199999999999,51,52
3,37,0.25,52,53
3,3,0.72195,52,53
1,3,0.26087,52,53
4,1,0.10345,52,53
1,1,0.55172,52,53
4,4,0.88636,52,53
3,4,0.010471,52,53
1,4,0.040816000000000005,52,53
1,24,0.23529,53,54
4,24,0.25225,53,54
37,3,0.060605999999999986,53,54
3,3,0.82949,53,54
1,3,0.20979,53,54
37,4,0.23931999999999998,53,54
4,4,0.78723,53,54
24,3,0.067227,54,55
3,3,0.77725,54,55
3,21,0.32353000000000004,54,55
24,24,0.52941,54,55
4,24,0.072072,54,55
3,4,0.018265,54,55
4,4,0.90196,54,55
3,3,0.8720399999999999,55,56
21,3,0.014706,55,56
24,3,0.12697999999999998,55,56
4,3,0.018265,55,56
3,21,0.034187999999999996,55,56
21,21,0.7619,55,56
21,4,0.032,55,56
24,4,0.017391,55,56
4,4,0.9230799999999999,55,56
3,3,0.89189,56,57
21,3,0.03125,56,57
21,4,0.22726999999999997,56,57
4,4,0.8744200000000001,56,57
3,4,0.018519,57,58
4,4,0.8909100000000001,57,58
3,3,0.8909100000000001,57,58
4,3,0.0089286,57,58
4,27,0.051724,57,58
4,4,0.9282299999999999,58,59
3,4,0.0093897,58,59
4,3,0.0181,58,59
3,3,0.9066700000000001,58,59
27,3,0.05128200000000002,58,59
4,3,0.02765,59,60
3,3,0.9083,59,60
4,4,0.87255,59,60
3,4,0.009259299999999998,59,60
3,4,0.02765,60,61
4,4,0.91176,60,61
3,3,0.8734700000000001,60,61
4,4,0.7853399999999999,61,62
3,4,0.054795,61,62
4,37,0.32,61,62
4,3,0.017544,61,62
3,3,0.875,61,62
4,40,0.060605999999999986,62,63
3,40,0.39053000000000004,62,63
4,4,0.8982,62,63
37,3,0.11009000000000001,62,63
3,3,0.7169800000000001,62,63
4,37,0.11110999999999999,62,63
37,37,0.46667,62,63
3,37,0.04908,62,63
40,4,0.50888,63,64
4,4,0.6078399999999999,63,64
3,4,0.084906,63,64
4,3,0.10363,63,64
3,3,0.65672,63,64
37,3,0.46053,63,64
4,4,0.8583,64,65
3,4,0.016949000000000002,64,65
4,3,0.073469,64,65
3,3,0.88889,64,65
4,4,0.9012899999999999,65,66
4,3,0.033195,65,66
3,3,0.8954,65,66
4,4,0.90991,66,67
3,4,0.0086957,66,67
4,3,0.016807,66,67
3,3,0.93496,66,67
4,4,0.88034,67,68
3,4,0.07200000000000001,67,68
3,3,0.89431,67,68
4,3,0.05235599999999999,68,69
3,3,0.5989300000000001,68,69
4,31,0.21277,68,69
3,44,0.57803,68,69
4,4,0.83262,68,69
3,4,0.052402,68,69
3,3,0.7810699999999999,69,70
31,3,0.23529,69,70
44,3,0.12903,69,70
4,3,0.028436000000000006,69,70
44,44,0.66667,69,70
31,4,0.015385,69,70
44,4,0.12047999999999999,69,70
4,4,0.84685,69,70
3,4,0.026316000000000003,70,71
44,4,0.35669,70,71
4,4,0.7364,70,71
3,3,0.8598100000000001,70,71
4,3,0.11556,70,71
4,20,0.34176999999999996,71,72
3,20,0.041667,71,72
3,3,0.8940100000000001,71,72
4,4,0.81385,71,72
3,4,0.036866,71,72
3,58,0.14159000000000002,72,73
20,4,0.028571,72,73
3,4,0.056338,72,73
4,4,0.87324,72,73
20,20,0.47273000000000004,72,73
4,20,0.15625,72,73
20,3,0.18182,72,73
3,3,0.74146,72,73
4,3,0.0093897,73,74
20,3,0.23438,73,74
3,3,0.8195100000000001,73,74
58,12,0.10525999999999999,73,74
4,12,0.11594000000000006,73,74
3,12,0.18462,73,74
4,4,0.8643200000000001,73,74
20,4,0.017544,73,74
3,3,0.92453,74,75
12,3,0.014599,74,75
4,3,0.010101,74,75
3,4,0.009009,74,75
12,4,0.36735,74,75
4,4,0.78846,74,75
3,3,0.8415799999999999,75,76
4,3,0.009434,75,76
3,4,0.017166999999999998,75,76
4,4,0.89712,75,76
3,59,0.15125999999999998,75,76
3,3,0.95745,76,77
3,4,0.0088106,76,77
4,4,0.83721,76,77
59,4,0.125,76,77
3,3,0.91979,77,78
4,3,0.017699,77,78
4,4,0.9307700000000001,77,78
4,24,0.045455,78,79
3,4,0.0091324,78,79
4,4,0.94071,78,79
3,3,0.92553,78,79
24,3,0.06451599999999999,79,80
3,3,0.8415299999999999,79,80
4,4,0.93976,79,80
3,4,0.0091743,79,80
3,56,0.19047999999999998,79,80
24,5,0.18182,79,80
4,5,0.060605999999999986,79,80
4,5,0.10145,80,81
5,5,0.47618999999999995,80,81
4,4,0.80478,80,81
56,4,0.15942,80,81
3,3,0.94915,80,81
5,3,0.042105000000000004,80,81
5,5,0.32787,81,82
4,5,0.22989,81,82
3,5,0.044444,81,82
4,4,0.81328,81,82
3,4,0.029702999999999997,81,82
5,3,0.087912,81,82
3,3,0.88485,81,82
5,5,0.78947,82,83
4,5,0.033149,82,83
3,5,0.083333,82,83
4,4,0.76471,82,83
3,4,0.035927999999999995,82,83
4,12,0.38298000000000004,82,83
5,3,0.018018,82,83
3,3,0.8794299999999999,82,83
5,5,0.68208,83,84
12,5,0.19549,83,84
3,5,0.31765,83,84
4,4,0.78049,83,84
3,4,0.057971,83,84
4,12,0.36066,83,84
12,12,0.33898,83,84
5,3,0.041667,83,84
3,3,0.53763,83,84
5,57,0.035398,84,85
3,57,0.27778,84,85
5,5,0.8053100000000001,84,85
4,5,0.010309,84,85
12,5,0.25,84,85
3,5,0.013423,84,85
4,4,0.82558,84,85
12,4,0.046154,84,85
3,4,0.25196999999999997,84,85
5,5,0.86667,85,86
4,5,0.036697,85,86
57,4,0.074074,85,86
4,4,0.9045200000000001,85,86
5,21,0.048387,86,87
5,5,0.9037700000000001,86,87
5,4,0.008849600000000001,86,87
4,4,0.9082100000000001,86,87
5,5,0.8692,87,88
4,5,0.08035700000000001,87,88
21,4,0.078431,87,88
4,4,0.8333299999999999,87,88
4,24,0.037037,87,88
5,22,0.065041,87,88
22,22,0.85714,88,89
5,5,0.91915,88,89
4,5,0.0093023,88,89
24,5,0.033613,88,89
4,4,0.90722,88,89
22,4,0.02,88,89
5,5,0.9083,89,90
22,4,0.054545,89,90
5,4,0.017856999999999998,89,90
4,4,0.89655,89,90
4,32,0.054545,90,91
5,5,0.92727,90,91
5,4,0.0087719,90,91
4,4,0.8699600000000001,90,91
4,4,0.9159700000000001,91,92
32,32,0.4,91,92
4,32,0.016949000000000002,91,92
32,5,0.018182,91,92
5,5,0.9302299999999999,91,92
4,5,0.0089686,91,92
4,4,0.90833,92,93
4,5,0.008546999999999999,92,93
32,5,0.035088,92,93
5,5,0.88584,92,93
4,57,0.015872999999999998,92,93
5,57,0.036036,92,93
4,1,0.11765,93,94
5,1,0.20407999999999998,93,94
57,1,0.20513,93,94
5,5,0.8333299999999999,93,94
4,4,0.89189,93,94
5,5,0.825,94,95
1,4,0.028571,94,95
5,4,0.020305,94,95
4,4,0.80383,94,95
1,1,0.61111,94,95
5,1,0.21818,94,95
4,1,0.10169,94,95
5,1,0.066225,95,96
4,1,0.031915,95,96
1,1,0.8333299999999999,95,96
5,4,0.036364,95,96
4,4,0.66337,95,96
1,4,0.011765000000000001,95,96
4,57,0.27907,95,96
1,57,0.12370999999999999,95,96
5,5,0.83721,95,96
4,5,0.07228899999999999,95,96
1,1,0.8465600000000001,96,97
57,1,0.2,96,97
5,1,0.10778,96,97
4,4,0.76395,96,97
57,4,0.05,96,97
5,4,0.39594,96,97
1,1,0.9246200000000001,97,98
1,4,0.0085837,97,98
4,4,0.90494,97,98
1,4,0.009259299999999998,98,99
4,4,0.888,98,99
1,1,0.8936200000000001,98,99
4,4,0.8898,99,100
1,4,0.018433,99,100
1,1,0.92973,99,100
4,4,0.90164,100,101
1,4,0.018868,100,101
1,1,0.8901700000000001,100,101
1,10,0.2268,101,102
4,35,0.016128999999999998,101,102
4,4,0.94821,101,102
1,4,0.037736,101,102
1,1,0.78981,101,102
35,1,0.053333000000000005,102,103
1,1,0.92517,102,103
10,10,0.8235299999999999,102,103
4,10,0.053690999999999996,102,103
4,4,0.93117,102,103
10,10,0.38835,103,104
4,10,0.57711,103,104
1,1,0.92414,103,104
4,4,0.6057100000000001,103,104
10,4,0.28966,104,105
4,4,0.65546,104,105
1,1,0.76336,104,105
4,1,0.034483,104,105
10,10,0.79487,104,105
1,10,0.013793000000000001,104,105
4,10,0.046154,104,105
4,4,0.6,105,106
10,4,0.34043,105,106
4,10,0.031745999999999996,105,106
1,10,0.097561,105,106
10,10,0.71533,105,106
4,1,0.09375,105,106
1,1,0.752,105,106
4,1,0.12080999999999999,106,107
1,1,0.69388,106,107
1,19,0.27848,106,107
4,4,0.53503,106,107
10,4,0.43137,106,107
4,10,0.14953,106,107
10,10,0.6019399999999999,106,107
1,10,0.012903,107,108
4,10,0.45398999999999995,107,108
10,10,0.61947,107,108
19,4,0.35294000000000003,107,108
4,4,0.51389,107,108
10,4,0.021277,107,108
