node1,node2,weight,time1,time2
6,65,0.051724,1,2
16,16,0.95954,1,2
6,6,0.91775,1,2
65,16,0.096774,2,3
6,16,0.48588000000000003,2,3
65,16,0.038462,2,3
16,16,0.8617,2,3
16,6,0.023952,2,3
6,6,0.71717,2,3
16,16,0.5979399999999999,3,4
6,16,0.033898000000000005,3,4
16,16,0.16667,3,4
16,16,0.55556,3,4
16,16,0.5641,3,4
6,16,0.02963,3,4
16,6,0.22819,3,4
16,6,0.031414,3,4
6,6,0.81176,3,4
16,16,0.51095,4,5
16,16,0.75,4,5
16,16,0.017544,4,5
16,16,0.85185,4,5
16,6,0.041957999999999995,4,5
16,6,0.05,4,5
6,6,0.9230799999999999,4,5
16,16,0.025,5,6
16,16,0.80702,5,6
6,16,0.096386,5,6
16,16,0.94845,5,6
6,16,0.03,5,6
16,6,0.038095,5,6
6,6,0.66242,5,6
16,48,0.015152,5,6
6,48,0.43478,5,6
16,16,0.72611,6,7
6,16,0.41891999999999996,6,7
16,6,0.043477999999999996,6,7
6,6,0.40963999999999995,6,7
48,6,0.25,6,7
16,16,0.011364,6,7
16,16,0.8761899999999999,6,7
48,16,0.21622,6,7
6,6,0.64615,7,8
16,6,0.14765,7,8
16,16,0.009950200000000001,7,8
16,16,0.88182,7,8
16,16,0.90722,7,8
6,16,0.09302300000000001,7,8
16,16,0.13760999999999998,8,9
16,16,0.80569,8,9
6,6,0.68085,8,9
16,6,0.060605999999999986,8,9
16,6,0.10127,8,9
6,16,0.06837599999999999,8,9
16,16,0.79787,8,9
16,16,0.61538,9,10
16,16,0.09210499999999999,9,10
6,16,0.036697,9,10
16,16,0.69697,9,10
16,29,0.46575,9,10
16,6,0.093264,9,10
6,6,0.8,9,10
16,6,0.1227,9,10
16,6,0.1118,10,11
29,6,0.17931,10,11
6,6,0.8125,10,11
16,16,0.33846,10,11
6,16,0.0625,10,11
16,16,0.78409,10,11
16,16,0.19230999999999998,10,11
29,16,0.14286,10,11
6,16,0.23881,11,12
16,16,0.36841999999999997,11,12
16,16,0.015503999999999999,11,12
16,16,0.10909,11,12
16,16,0.7860699999999999,11,12
6,6,0.85024,11,12
16,6,0.019802,11,12
16,48,0.15517,11,12
6,6,0.92386,12,13
48,6,0.09009,12,13
16,16,0.32308000000000003,12,13
16,16,0.75248,12,13
16,48,0.19469,12,13
48,48,0.42857,12,13
6,6,0.8973,13,14
48,6,0.019608,13,14
6,16,0.046729,13,14
16,16,0.9363600000000001,13,14
6,48,0.034187999999999996,13,14
48,48,0.8235299999999999,13,14
6,16,0.0097087,14,15
16,16,0.9021299999999999,14,15
16,24,0.034483,14,15
6,77,0.067416,14,15
16,77,0.016949000000000002,14,15
6,6,0.83516,14,15
48,6,0.22807,14,15
16,6,0.0087719,15,16
24,6,0.036697,15,16
6,6,0.90196,15,16
16,16,0.89712,15,16
77,16,0.06349199999999999,15,16
6,16,0.0091324,15,16
6,60,0.020202,15,16
6,6,0.86667,16,17
16,6,0.0088889,16,17
6,16,0.009049799999999998,16,17
16,16,0.9322,16,17
6,60,0.12069,16,17
60,60,0.36364,16,17
6,6,0.8393799999999999,17,18
16,74,0.11475,17,18
6,65,0.14035,17,18
60,65,0.2,17,18
6,16,0.018692,17,18
16,16,0.87111,17,18
60,16,0.11667000000000001,17,18
74,23,0.13953,18,19
65,23,0.043477999999999996,18,19
16,23,0.39726,18,19
6,6,0.86339,18,19
74,6,0.09901,18,19
6,16,0.011364,18,19
65,16,0.14432999999999999,18,19
16,16,0.7208100000000001,18,19
23,6,0.054054,19,20
6,6,0.7929,19,20
23,23,0.65517,19,20
23,16,0.097561,19,20
6,16,0.01105,19,20
16,16,0.89655,19,20
6,48,0.25640999999999997,19,20
16,48,0.090909,19,20
6,16,0.010362999999999999,20,21
16,16,0.8195100000000001,20,21
48,16,0.28369,20,21
6,6,0.92405,20,21
23,6,0.019048,20,21
48,6,0.018868,20,21
23,23,0.69565,20,21
16,23,0.018018,20,21
6,6,0.8764,21,22
23,6,0.2521,21,22
16,33,0.16296,21,22
6,33,0.02,21,22
23,33,0.2439,21,22
16,16,0.8821,21,22
6,6,0.89,22,23
33,6,0.081967,22,23
16,16,0.83168,22,23
33,33,0.44828,22,23
16,33,0.23684000000000002,22,23
6,6,0.74336,23,24
33,6,0.2963,23,24
16,33,0.02,23,24
33,33,0.36,23,24
6,16,0.019802,23,24
16,16,0.9042600000000001,23,24
6,32,0.10811,23,24
6,74,0.42038000000000003,24,25
6,16,0.025751,24,25
16,16,0.88995,24,25
32,16,0.067797,24,25
6,6,0.7014199999999999,24,25
33,6,0.16162,24,25
16,6,0.02139,24,25
74,74,0.45833,25,26
16,74,0.016128999999999998,25,26
74,6,0.12329000000000001,25,26
16,6,0.036036,25,26
6,6,0.86,25,26
74,16,0.11538,25,26
16,16,0.8620700000000001,25,26
74,6,0.042553,26,27
6,6,0.8870299999999999,26,27
16,6,0.016064,26,27
16,63,0.16541,26,27
74,16,0.12280999999999999,26,27
16,16,0.82883,26,27
6,6,0.89922,27,28
63,6,0.11268,27,28
16,6,0.025974,27,28
6,16,0.04386,27,28
16,16,0.8955200000000001,27,28
6,16,0.059322,28,29
16,16,0.83495,28,29
6,6,0.73043,28,29
16,6,0.03,28,29
6,47,0.33333,28,29
16,16,0.80198,29,30
47,16,0.14754,29,30
6,8,0.21849000000000002,29,30
47,8,0.088889,29,30
16,6,0.029268000000000002,29,30
6,6,0.8341700000000001,29,30
47,6,0.064,29,30
16,6,0.010417000000000001,30,31
6,6,0.86154,30,31
8,8,0.42423999999999995,30,31
6,8,0.10619,30,31
16,16,0.8994700000000001,30,31
8,16,0.07142899999999999,30,31
16,16,0.9230799999999999,31,32
6,6,0.8617,31,32
6,8,0.13953,31,32
8,8,0.46808999999999995,31,32
16,8,0.015872999999999998,31,32
16,6,0.012048,32,33
6,6,0.7574,32,33
6,20,0.31667,32,33
8,20,0.29508,32,33
16,16,0.38595999999999997,32,33
16,8,0.65169,32,33
6,8,0.01105,32,33
8,8,0.32787,32,33
20,8,0.32353000000000004,33,34
16,8,0.015038,33,34
8,8,0.82234,33,34
16,16,0.5,33,34
8,16,0.02,33,34
6,6,0.85714,33,34
16,6,0.2069,33,34
8,8,0.9411799999999999,34,35
16,6,0.093458,34,35
6,6,0.8984,34,35
6,6,0.9128200000000001,35,36
8,63,0.078431,35,36
6,63,0.019608,35,36
8,8,0.90217,35,36
6,17,0.014599,36,37
63,17,0.18182,36,37
8,17,0.44443999999999995,36,37
77,8,0.057971,36,37
6,8,0.012048,36,37
8,8,0.73548,36,37
6,6,0.93204,36,37
63,6,0.035398,36,37
8,8,0.83916,37,38
17,17,0.8219200000000001,37,38
8,17,0.098039,37,38
17,6,0.055172000000000006,37,38
6,6,0.8504700000000001,37,38
8,70,0.025315999999999998,37,38
6,70,0.16807,37,38
17,6,0.016,38,39
6,6,0.82234,38,39
17,17,0.6279100000000001,38,39
6,17,0.25316,38,39
8,8,0.8522700000000001,38,39
6,8,0.0096618,38,39
70,8,0.17857,38,39
6,17,0.29299000000000003,39,40
17,17,0.71186,39,40
